PartNumber;Description;Material;Mass;Revision;Author
90000253;DRUM SHELL ASSEMBLY;;0;A;EJR
90004263;FLANGE, ROUND;AISI 304/304L;22.544;B;NG
90004263;FLANGE, ROUND;;0
